timestamp,Axis,Torque_Nm,Torque_pct_of_rated,status,notes
2025-11-17 09:04:09+00:00,3,4.269,47.43,valid,
2025-11-17 09:04:09.500000+00:00,1,5.365,44.71,valid,
2025-11-17 09:04:09.500000+00:00,2,3.888,38.88,valid,
2025-11-17 09:04:09.500000+00:00,3,4.69,52.11,valid,
2025-11-17 09:04:09.500000+00:00,4,3.353,55.88,valid,
2025-11-17 09:04:09.500000+00:00,5,1.868,46.69,valid,
2025-11-17 09:04:09.500000+00:00,6,1.921,64.02,valid,
2025-11-17 09:04:10.500000+00:00,5,2.46,61.5,valid,
2025-11-17 09:04:10.500000+00:00,6,1.939,64.62,valid,
2025-11-17 09:04:10.500000+00:00,4,2.959,49.31,valid,
2025-11-17 09:04:10.500000+00:00,1,4.513,37.61,valid,
2025-11-17 09:04:10.500000+00:00,2,4.024,40.24,valid,
2025-11-17 09:04:10.500000+00:00,3,3.982,44.25,valid,
2025-11-17 09:04:12.500000+00:00,1,4.229,35.24,valid,
2025-11-17 09:04:12.500000+00:00,2,2.806,28.06,valid,
2025-11-17 09:04:12.500000+00:00,3,4.406,48.96,valid,
2025-11-17 09:04:12.500000+00:00,4,3.347,55.79,valid,
2025-11-17 09:04:12.500000+00:00,5,2.936,73.4,valid,
2025-11-17 09:04:12.500000+00:00,6,2.058,68.6,valid,
2025-11-17 09:04:13.500000+00:00,6,1.962,65.39,valid,
2025-11-17 09:04:13.500000+00:00,5,2.613,65.32,valid,
2025-11-17 09:04:13.500000+00:00,4,7.01,116.83,valid,
2025-11-17 09:04:13.500000+00:00,2,4.063,40.63,valid,
2025-11-17 09:04:13.500000+00:00,1,2.377,19.81,valid,
2025-11-17 09:04:13.500000+00:00,3,5.354,59.49,valid,
2025-11-17 09:04:14+00:00,1,4.067,33.89,valid,
2025-11-17 09:04:14+00:00,2,3.021,30.21,valid,
2025-11-17 09:04:14+00:00,3,3.9,43.33,valid,
2025-11-17 09:04:14+00:00,4,2.592,43.2,valid,
2025-11-17 09:04:14+00:00,5,2.014,50.36,valid,
2025-11-17 09:04:14+00:00,6,1.941,64.71,valid,
2025-11-17 09:04:15+00:00,6,1.654,55.12,valid,
2025-11-17 09:04:15+00:00,5,2.583,64.57,valid,
2025-11-17 09:04:15+00:00,4,3.214,53.56,valid,
2025-11-17 09:04:15+00:00,2,4.316,43.16,valid,
2025-11-17 09:04:15+00:00,1,2.583,64.57,estimated,Imputed via time interpolation
2025-11-17 09:04:15+00:00,3,3.189,35.43,valid,
2025-11-17 09:04:16.500000+00:00,1,4.072,33.93,valid,
2025-11-17 09:04:16.500000+00:00,2,4.012,40.12,valid,
2025-11-17 09:04:16.500000+00:00,3,3.485,38.72,valid,
2025-11-17 09:04:16.500000+00:00,4,3.311,55.19,valid,
2025-11-17 09:04:16.500000+00:00,5,2.161,54.03,valid,
2025-11-17 09:04:16.500000+00:00,6,1.901,63.36,valid,
2025-11-17 09:04:17+00:00,6,1.704,56.8,valid,
2025-11-17 09:04:17+00:00,5,2.753,68.82,valid,
2025-11-17 09:04:17+00:00,4,2.821,47.02,valid,
2025-11-17 09:04:17+00:00,2,3.65,36.5,valid,
2025-11-17 09:04:17+00:00,1,3.348,27.9,valid,
2025-11-17 09:04:17+00:00,3,4.57,50.78,valid,
2025-11-17 09:04:18+00:00,1,4.416,36.8,valid,
2025-11-17 09:04:18+00:00,2,4.746,47.46,valid,
2025-11-17 09:04:18+00:00,3,3.028,33.65,valid,
2025-11-17 09:04:18+00:00,4,2.155,35.91,valid,
2025-11-17 09:04:18+00:00,5,1.712,42.79,valid,
2025-11-17 09:04:18+00:00,6,2.103,70.1,valid,
2025-11-17 09:04:19+00:00,5,2.796,69.89,valid,
2025-11-17 09:04:19+00:00,6,2.253,75.09,valid,
2025-11-17 09:04:19+00:00,4,2.67,44.5,valid,
2025-11-17 09:04:19+00:00,3,4.141,46.01,valid,
2025-11-17 09:04:19+00:00,2,11.106,111.06,valid,
2025-11-17 09:04:19+00:00,1,3.671,30.59,valid,
2025-11-17 09:04:19.500000+00:00,1,5.766,48.05,valid,
2025-11-17 09:04:19.500000+00:00,2,4.765,47.65,valid,
2025-11-17 09:04:19.500000+00:00,3,3.6,40.0,valid,
2025-11-17 09:04:19.500000+00:00,4,3.397,56.62,valid,
2025-11-17 09:04:19.500000+00:00,5,4.765,47.65,estimated,Imputed via time interpolation
2025-11-17 09:04:19.500000+00:00,6,2.115,70.5,valid,
2025-11-17 09:04:21+00:00,6,1.992,66.41,valid,
2025-11-17 09:04:21+00:00,5,1.312,32.81,valid,
2025-11-17 09:04:21+00:00,4,3.328,55.46,valid,
2025-11-17 09:04:21+00:00,3,5.272,43.93,estimated,Imputed via time interpolation
2025-11-17 09:04:21+00:00,2,3.481,34.81,valid,
2025-11-17 09:04:21+00:00,1,5.272,43.93,valid,
2025-11-17 09:04:22+00:00,1,3.786,31.55,valid,
2025-11-17 09:04:22+00:00,2,3.291,32.91,valid,
2025-11-17 09:04:22+00:00,3,3.442,38.25,valid,
2025-11-17 09:04:22+00:00,4,2.935,48.92,valid,
2025-11-17 09:04:22+00:00,5,2.354,58.84,valid,
2025-11-17 09:04:22+00:00,6,1.472,49.08,valid,
2025-11-17 09:04:23+00:00,5,2.088,52.2,valid,
2025-11-17 09:04:23+00:00,4,2.483,41.39,valid,
2025-11-17 09:04:23+00:00,6,5.39,59.89,estimated,Imputed via time interpolation
2025-11-17 09:04:23+00:00,2,4.461,44.61,valid,
2025-11-17 09:04:23+00:00,1,4.382,36.52,valid,
2025-11-17 09:04:23+00:00,3,5.39,59.89,valid,
2025-11-17 09:04:23.500000+00:00,1,5.302,44.18,valid,
2025-11-17 09:04:23.500000+00:00,2,1.884,62.79,estimated,Imputed via time interpolation
2025-11-17 09:04:23.500000+00:00,3,4.913,54.59,valid,
2025-11-17 09:04:23.500000+00:00,4,2.07,34.5,valid,
2025-11-17 09:04:23.500000+00:00,5,1.799,44.97,valid,
2025-11-17 09:04:23.500000+00:00,6,1.884,62.79,valid,
2025-11-17 09:04:24+00:00,6,1.841,61.36,valid,
2025-11-17 09:04:24+00:00,5,1.593,39.83,valid,
2025-11-17 09:04:24+00:00,4,3.37,56.17,valid,
2025-11-17 09:04:24+00:00,3,3.67,40.78,valid,
2025-11-17 09:04:24+00:00,2,3.06,30.6,valid,
2025-11-17 09:04:24+00:00,1,2.845,23.71,valid,
2025-11-17 09:04:24.500000+00:00,1,5.191,43.26,valid,
2025-11-17 09:04:24.500000+00:00,2,3.844,38.44,valid,
2025-11-17 09:04:24.500000+00:00,3,3.784,42.05,valid,
2025-11-17 09:04:24.500000+00:00,4,3.193,53.21,valid,
2025-11-17 09:04:24.500000+00:00,5,2.138,53.46,valid,
2025-11-17 09:04:24.500000+00:00,6,2.134,71.12,valid,
2025-11-17 09:04:25+00:00,5,2.732,68.29,valid,
2025-11-17 09:04:25+00:00,4,3.851,64.18,valid,
2025-11-17 09:04:25+00:00,6,1.69,56.34,valid,
2025-11-17 09:04:25+00:00,2,9.702,97.02,valid,
2025-11-17 09:04:25+00:00,1,3.133,26.11,valid,
2025-11-17 09:04:25+00:00,3,4.03,44.78,valid,
2025-11-17 09:04:26+00:00,1,3.622,30.18,valid,
2025-11-17 09:04:26+00:00,2,4.375,43.75,valid,
2025-11-17 09:04:26+00:00,3,10.24,113.78,valid,
2025-11-17 09:04:26+00:00,4,3.145,52.41,valid,
2025-11-17 09:04:26+00:00,5,2.313,57.83,valid,
2025-11-17 09:04:26+00:00,6,1.829,60.97,valid,
2025-11-17 09:04:27+00:00,5,1.931,48.28,valid,
2025-11-17 09:04:27+00:00,4,2.894,48.23,valid,
2025-11-17 09:04:27+00:00,6,1.579,52.62,valid,
2025-11-17 09:04:27+00:00,2,3.286,32.86,valid,
2025-11-17 09:04:27+00:00,1,3.263,27.19,valid,
2025-11-17 09:04:27+00:00,3,4.306,47.84,valid,
2025-11-17 09:04:28.500000+00:00,5,2.232,55.81,valid,
2025-11-17 09:04:28.500000+00:00,4,2.993,49.89,valid,
2025-11-17 09:04:28.500000+00:00,6,1.529,50.95,valid,
2025-11-17 09:04:28.500000+00:00,2,3.671,40.79,estimated,Imputed via time interpolation
2025-11-17 09:04:28.500000+00:00,1,3.908,32.57,valid,
2025-11-17 09:04:28.500000+00:00,3,3.671,40.79,valid,
2025-11-17 09:04:29.500000+00:00,1,2.508,20.9,valid,
2025-11-17 09:04:29.500000+00:00,2,3.179,31.79,valid,
2025-11-17 09:04:29.500000+00:00,3,4.228,46.98,valid,
2025-11-17 09:04:29.500000+00:00,4,3.042,50.7,valid,
2025-11-17 09:04:29.500000+00:00,5,2.425,60.62,valid,
2025-11-17 09:04:29.500000+00:00,6,1.823,60.77,valid,
2025-11-17 09:04:30+00:00,6,1.936,64.54,valid,
2025-11-17 09:04:30+00:00,4,2.559,42.65,valid,
2025-11-17 09:04:30+00:00,5,1.845,46.12,valid,
2025-11-17 09:04:30+00:00,2,3.517,35.17,valid,
2025-11-17 09:04:30+00:00,1,4.094,34.12,valid,
2025-11-17 09:04:30+00:00,3,4.687,52.08,valid,
2025-11-17 09:04:31+00:00,1,2.92,24.33,valid,
2025-11-17 09:04:31+00:00,2,5.932,59.32,valid,
2025-11-17 09:04:31+00:00,3,4.108,45.64,valid,
2025-11-17 09:04:31+00:00,4,3.167,52.78,valid,
2025-11-17 09:04:31+00:00,5,1.941,48.53,valid,
2025-11-17 09:04:31+00:00,6,1.724,57.48,valid,
2025-11-17 09:04:32+00:00,6,2.439,81.31,valid,
2025-11-17 09:04:32+00:00,5,2.526,63.14,valid,
2025-11-17 09:04:32+00:00,4,2.784,46.4,valid,
2025-11-17 09:04:32+00:00,3,4.505,50.06,valid,
2025-11-17 09:04:32+00:00,2,3.567,35.67,valid,
2025-11-17 09:04:32+00:00,1,3.791,31.59,valid,
2025-11-17 09:04:33+00:00,1,3.917,32.64,valid,
2025-11-17 09:04:33+00:00,2,1.601,53.37,estimated,Imputed via time interpolation
2025-11-17 09:04:33+00:00,3,4.324,48.04,valid,
2025-11-17 09:04:33+00:00,4,3.869,64.49,valid,
2025-11-17 09:04:33+00:00,5,2.174,54.34,valid,
2025-11-17 09:04:33+00:00,6,1.601,53.37,valid,
2025-11-17 09:04:35+00:00,5,2.766,69.16,valid,
2025-11-17 09:04:35+00:00,4,3.965,66.08,valid,
2025-11-17 09:04:35+00:00,6,3.965,66.08,estimated,Imputed via time interpolation
2025-11-17 09:04:35+00:00,2,3.965,66.08,estimated,Imputed via time interpolation
2025-11-17 09:04:35+00:00,1,2.984,24.87,valid,
2025-11-17 09:04:35+00:00,3,3.727,41.41,valid,
2025-11-17 09:04:37+00:00,1,4.22,35.17,valid,
2025-11-17 09:04:37+00:00,2,3.418,34.18,valid,
2025-11-17 09:04:37+00:00,3,3.919,43.54,valid,
2025-11-17 09:04:37+00:00,4,3.66,61.0,valid,
2025-11-17 09:04:37+00:00,5,1.993,49.83,valid,
2025-11-17 09:04:37+00:00,6,1.608,53.61,valid,
2025-11-17 09:04:38+00:00,5,3.78,63.0,estimated,Imputed via time interpolation
2025-11-17 09:04:38+00:00,4,3.78,63.0,valid,
2025-11-17 09:04:38+00:00,6,1.739,57.98,valid,
2025-11-17 09:04:38+00:00,2,3.237,32.37,valid,
2025-11-17 09:04:38+00:00,1,3.737,31.14,valid,
2025-11-17 09:04:38+00:00,3,4.138,45.98,valid,
2025-11-17 09:04:38.500000+00:00,5,3.92,32.67,estimated,Imputed via time interpolation
2025-11-17 09:04:38.500000+00:00,4,2.963,49.38,valid,
2025-11-17 09:04:38.500000+00:00,6,2.566,85.54,valid,
2025-11-17 09:04:38.500000+00:00,2,2.749,27.49,valid,
2025-11-17 09:04:38.500000+00:00,1,3.92,32.67,valid,
2025-11-17 09:04:38.500000+00:00,3,3.92,32.67,estimated,Imputed via time interpolation
2025-11-17 09:04:40.500000+00:00,1,1.455,48.49,estimated,Imputed via time interpolation
2025-11-17 09:04:40.500000+00:00,2,3.399,33.99,valid,
2025-11-17 09:04:40.500000+00:00,3,3.743,41.59,valid,
2025-11-17 09:04:40.500000+00:00,4,3.551,59.19,valid,
2025-11-17 09:04:40.500000+00:00,5,1.455,48.49,estimated,Imputed via time interpolation
2025-11-17 09:04:40.500000+00:00,6,1.455,48.49,valid,
2025-11-17 09:04:42+00:00,6,2.108,70.25,valid,
2025-11-17 09:04:42+00:00,5,2.057,51.42,valid,
2025-11-17 09:04:42+00:00,4,3.518,58.64,valid,
2025-11-17 09:04:42+00:00,2,3.465,34.65,valid,
2025-11-17 09:04:42+00:00,1,5.082,42.35,valid,
2025-11-17 09:04:42+00:00,3,5.399,59.99,valid,
2025-11-17 09:04:43.500000+00:00,1,4.265,35.54,valid,
2025-11-17 09:04:43.500000+00:00,2,4.682,46.82,valid,
2025-11-17 09:04:43.500000+00:00,3,4.399,48.88,valid,
2025-11-17 09:04:43.500000+00:00,4,2.594,43.23,valid,
2025-11-17 09:04:43.500000+00:00,5,2.047,68.24,estimated,Imputed via time interpolation
2025-11-17 09:04:43.500000+00:00,6,2.047,68.24,valid,
2025-11-17 09:04:45+00:00,6,1.544,51.46,valid,
2025-11-17 09:04:45+00:00,5,2.86,71.5,valid,
2025-11-17 09:04:45+00:00,4,3.203,53.39,valid,
2025-11-17 09:04:45+00:00,3,3.362,37.36,valid,
2025-11-17 09:04:45+00:00,1,3.878,32.32,valid,
2025-11-17 09:04:45+00:00,2,3.677,36.77,valid,
2025-11-17 09:04:45.500000+00:00,1,4.223,35.19,valid,
2025-11-17 09:04:45.500000+00:00,2,5.13,51.3,valid,
2025-11-17 09:04:45.500000+00:00,3,3.992,44.36,valid,
2025-11-17 09:04:45.500000+00:00,4,3.217,53.62,valid,
2025-11-17 09:04:45.500000+00:00,5,4.682,117.05,valid,
2025-11-17 09:04:45.500000+00:00,6,1.903,63.43,valid,
2025-11-17 09:04:46.500000+00:00,6,1.854,61.79,valid,
2025-11-17 09:04:46.500000+00:00,4,2.872,47.86,valid,
2025-11-17 09:04:46.500000+00:00,5,2.774,69.34,valid,
2025-11-17 09:04:46.500000+00:00,2,3.796,37.96,valid,
2025-11-17 09:04:46.500000+00:00,1,3.059,25.49,valid,
2025-11-17 09:04:46.500000+00:00,3,4.073,45.26,valid,
2025-11-17 09:04:47+00:00,1,3.427,28.56,valid,
2025-11-17 09:04:47+00:00,2,4.477,44.77,valid,
2025-11-17 09:04:47+00:00,3,4.245,47.17,valid,
2025-11-17 09:04:47+00:00,4,3.146,52.43,valid,
2025-11-17 09:04:47+00:00,5,2.778,69.46,valid,
2025-11-17 09:04:47+00:00,6,1.884,62.81,valid,
2025-11-17 09:04:47.500000+00:00,6,3.471,115.71,valid,
2025-11-17 09:04:47.500000+00:00,4,3.627,60.45,valid,
2025-11-17 09:04:47.500000+00:00,5,2.171,54.27,valid,
2025-11-17 09:04:47.500000+00:00,2,2.436,24.36,valid,
2025-11-17 09:04:47.500000+00:00,1,3.908,32.57,valid,
2025-11-17 09:04:47.500000+00:00,3,3.931,43.68,valid,
2025-11-17 09:04:49+00:00,1,3.241,27.01,valid,
2025-11-17 09:04:49+00:00,2,3.596,35.96,valid,
2025-11-17 09:04:49+00:00,3,4.655,51.72,valid,
2025-11-17 09:04:49+00:00,4,3.262,54.37,valid,
2025-11-17 09:04:49+00:00,5,2.124,53.09,valid,
2025-11-17 09:04:49+00:00,6,1.712,57.07,valid,
2025-11-17 09:04:51+00:00,5,2.59,64.74,valid,
2025-11-17 09:04:51+00:00,1,3.824,31.87,valid,
2025-11-17 09:04:51+00:00,2,3.262,32.62,valid,
2025-11-17 09:04:51+00:00,3,2.59,64.74,estimated,Imputed via time interpolation
2025-11-17 09:04:51+00:00,4,2.845,47.42,valid,
2025-11-17 09:04:51+00:00,6,2.165,72.17,valid,
2025-11-17 09:04:52+00:00,6,1.878,62.59,valid,
2025-11-17 09:04:52+00:00,4,2.989,49.81,valid,
2025-11-17 09:04:52+00:00,5,1.911,47.77,valid,
2025-11-17 09:04:52+00:00,2,3.655,36.55,valid,
2025-11-17 09:04:52+00:00,1,5.159,42.99,valid,
2025-11-17 09:04:52+00:00,3,4.341,48.23,valid,
2025-11-17 09:04:52.500000+00:00,1,3.068,25.57,valid,
2025-11-17 09:04:52.500000+00:00,2,11.216,112.16,valid,
2025-11-17 09:04:52.500000+00:00,3,3.76,41.78,valid,
2025-11-17 09:04:52.500000+00:00,4,3.251,54.19,valid,
2025-11-17 09:04:52.500000+00:00,5,2.037,50.93,valid,
2025-11-17 09:04:52.500000+00:00,6,1.987,66.22,valid,
2025-11-17 09:04:54.500000+00:00,1,5.521,46.01,valid,
2025-11-17 09:04:54.500000+00:00,2,4.81,48.1,valid,
2025-11-17 09:04:54.500000+00:00,3,2.656,29.51,valid,
2025-11-17 09:04:54.500000+00:00,4,3.061,51.01,valid,
2025-11-17 09:04:54.500000+00:00,5,2.529,63.23,valid,
2025-11-17 09:04:54.500000+00:00,6,1.484,49.47,valid,
2025-11-17 09:04:56.500000+00:00,6,1.956,65.2,valid,
2025-11-17 09:04:56.500000+00:00,5,2.287,57.18,valid,
2025-11-17 09:04:56.500000+00:00,4,2.287,57.18,estimated,Imputed via time interpolation
2025-11-17 09:04:56.500000+00:00,2,4.534,45.34,valid,
2025-11-17 09:04:56.500000+00:00,1,4.895,40.79,valid,
2025-11-17 09:04:56.500000+00:00,3,3.177,35.3,valid,
2025-11-17 09:04:57+00:00,1,3.272,27.27,valid,
2025-11-17 09:04:57+00:00,2,4.12,41.2,valid,
2025-11-17 09:04:57+00:00,3,2.822,31.36,valid,
2025-11-17 09:04:57+00:00,4,1.907,31.78,valid,
2025-11-17 09:04:57+00:00,5,2.064,68.8,estimated,Imputed via time interpolation
2025-11-17 09:04:57+00:00,6,2.064,68.8,valid,
2025-11-17 09:04:57.500000+00:00,5,2.129,53.23,valid,
2025-11-17 09:04:57.500000+00:00,6,1.901,63.37,valid,
2025-11-17 09:04:57.500000+00:00,4,3.915,43.5,estimated,Imputed via time interpolation
2025-11-17 09:04:57.500000+00:00,1,4.442,37.02,valid,
2025-11-17 09:04:57.500000+00:00,2,3.949,39.49,valid,
2025-11-17 09:04:57.500000+00:00,3,3.915,43.5,valid,
2025-11-17 09:04:58+00:00,1,3.782,31.52,valid,
2025-11-17 09:04:58+00:00,2,4.6,46.0,valid,
2025-11-17 09:04:58+00:00,3,4.191,46.57,valid,
2025-11-17 09:04:58+00:00,4,3.152,52.54,valid,
2025-11-17 09:04:58+00:00,5,2.484,62.11,valid,
2025-11-17 09:04:58+00:00,6,1.674,55.79,valid,
2025-11-17 09:04:59+00:00,6,1.822,60.73,valid,
2025-11-17 09:04:59+00:00,5,1.908,47.71,valid,
2025-11-17 09:04:59+00:00,4,2.69,44.83,valid,
2025-11-17 09:04:59+00:00,3,4.295,47.72,valid,
2025-11-17 09:04:59+00:00,1,4.834,40.28,valid,
2025-11-17 09:04:59+00:00,2,3.691,36.91,valid,
2025-11-17 09:05:01+00:00,1,2.39,19.92,valid,
2025-11-17 09:05:01+00:00,2,3.763,37.63,valid,
2025-11-17 09:05:01+00:00,3,2.893,32.15,valid,
2025-11-17 09:05:01+00:00,4,3.374,56.23,valid,
2025-11-17 09:05:01+00:00,5,2.536,63.4,valid,
2025-11-17 09:05:01+00:00,6,1.593,53.09,valid,
2025-11-17 09:05:02+00:00,6,1.644,54.81,valid,
2025-11-17 09:05:02+00:00,4,3.103,51.72,valid,
2025-11-17 09:05:02+00:00,5,4.612,38.43,estimated,Imputed via time interpolation
2025-11-17 09:05:02+00:00,2,4.719,47.19,valid,
2025-11-17 09:05:02+00:00,3,4.7,52.22,valid,
2025-11-17 09:05:02+00:00,1,4.612,38.43,valid,
2025-11-17 09:05:02.500000+00:00,1,4.279,35.66,valid,
2025-11-17 09:05:02.500000+00:00,2,3.626,36.26,valid,
2025-11-17 09:05:02.500000+00:00,3,3.522,39.13,valid,
2025-11-17 09:05:02.500000+00:00,4,3.017,50.29,valid,
2025-11-17 09:05:02.500000+00:00,5,2.311,57.78,valid,
2025-11-17 09:05:02.500000+00:00,6,2.079,69.31,valid,
2025-11-17 09:05:03+00:00,6,1.635,54.5,valid,
2025-11-17 09:05:03+00:00,5,1.621,40.52,valid,
2025-11-17 09:05:03+00:00,4,4.29,71.5,valid,
2025-11-17 09:05:03+00:00,3,4.521,50.23,valid,
2025-11-17 09:05:03+00:00,2,4.514,45.14,valid,
2025-11-17 09:05:03+00:00,1,4.454,37.12,valid,
2025-11-17 09:05:04+00:00,1,5.615,46.79,valid,
2025-11-17 09:05:04+00:00,2,3.718,37.18,valid,
2025-11-17 09:05:04+00:00,3,9.547,106.08,valid,
2025-11-17 09:05:04+00:00,4,3.11,51.84,valid,
2025-11-17 09:05:04+00:00,5,2.716,67.9,valid,
2025-11-17 09:05:04+00:00,6,2.116,70.52,valid,
2025-11-17 09:05:06+00:00,5,2.121,53.03,valid,
2025-11-17 09:05:06+00:00,4,2.231,37.18,valid,
2025-11-17 09:05:06+00:00,6,1.598,53.25,valid,
2025-11-17 09:05:06+00:00,2,4.594,45.94,valid,
2025-11-17 09:05:06+00:00,1,5.774,48.12,valid,
2025-11-17 09:05:06+00:00,3,4.104,45.6,valid,
2025-11-17 09:05:06.500000+00:00,1,6.284,52.37,valid,
2025-11-17 09:05:06.500000+00:00,2,3.859,38.59,valid,
2025-11-17 09:05:06.500000+00:00,3,4.139,45.99,valid,
2025-11-17 09:05:06.500000+00:00,4,3.265,54.41,valid,
2025-11-17 09:05:06.500000+00:00,5,2.214,55.35,valid,
2025-11-17 09:05:06.500000+00:00,6,2.207,73.56,valid,
2025-11-17 09:05:08+00:00,5,2.004,50.11,valid,
2025-11-17 09:05:08+00:00,4,2.366,39.44,valid,
2025-11-17 09:05:08+00:00,6,1.791,59.7,valid,
2025-11-17 09:05:08+00:00,2,4.156,41.56,valid,
2025-11-17 09:05:08+00:00,1,3.602,30.02,valid,
2025-11-17 09:05:08+00:00,3,3.515,39.06,valid,
2025-11-17 09:05:09+00:00,5,1.718,42.96,valid,
2025-11-17 09:05:09+00:00,4,2.96,49.34,valid,
2025-11-17 09:05:09+00:00,6,1.718,42.96,estimated,Imputed via time interpolation
2025-11-17 09:05:09+00:00,2,3.446,34.46,valid,
2025-11-17 09:05:09+00:00,1,3.788,31.57,valid,
2025-11-17 09:05:09+00:00,3,3.038,33.75,valid,
2025-11-17 09:05:11+00:00,1,4.279,35.66,valid,
2025-11-17 09:05:11+00:00,2,2.834,28.34,valid,
2025-11-17 09:05:11+00:00,3,2.639,43.98,estimated,Imputed via time interpolation
2025-11-17 09:05:11+00:00,4,2.639,43.98,valid,
2025-11-17 09:05:11+00:00,5,2.302,57.55,valid,
2025-11-17 09:05:11+00:00,6,2.122,70.72,valid,
2025-11-17 09:05:11.500000+00:00,5,2.268,56.71,valid,
2025-11-17 09:05:11.500000+00:00,6,1.619,53.98,valid,
2025-11-17 09:05:11.500000+00:00,4,3.322,55.37,valid,
2025-11-17 09:05:11.500000+00:00,2,4.092,40.92,valid,
2025-11-17 09:05:11.500000+00:00,1,2.4,20.0,valid,
2025-11-17 09:05:11.500000+00:00,3,2.4,20.0,estimated,Imputed via time interpolation
2025-11-17 09:05:13+00:00,1,3.894,32.45,valid,
2025-11-17 09:05:13+00:00,2,3.363,33.63,valid,
2025-11-17 09:05:13+00:00,3,4.825,53.61,valid,
2025-11-17 09:05:13+00:00,4,3.01,50.17,valid,
2025-11-17 09:05:13+00:00,5,2.808,70.21,valid,
2025-11-17 09:05:13+00:00,6,1.785,59.51,valid,
2025-11-17 09:05:13.500000+00:00,4,2.24,37.33,valid,
2025-11-17 09:05:13.500000+00:00,6,1.922,64.07,valid,
2025-11-17 09:05:13.500000+00:00,5,2.286,57.14,valid,
2025-11-17 09:05:13.500000+00:00,1,3.52,29.33,valid,
2025-11-17 09:05:13.500000+00:00,3,2.751,30.57,valid,
2025-11-17 09:05:13.500000+00:00,2,2.789,27.89,valid,
2025-11-17 09:05:15.500000+00:00,5,2.246,56.16,valid,
2025-11-17 09:05:15.500000+00:00,6,1.652,55.08,valid,
2025-11-17 09:05:15.500000+00:00,4,3.07,51.17,valid,
2025-11-17 09:05:15.500000+00:00,1,2.682,22.35,valid,
2025-11-17 09:05:15.500000+00:00,2,4.716,47.16,valid,
2025-11-17 09:05:15.500000+00:00,3,9.13,101.44,valid,
2025-11-17 09:05:16.500000+00:00,5,1.916,47.89,valid,
2025-11-17 09:05:16.500000+00:00,6,1.726,57.54,valid,
2025-11-17 09:05:16.500000+00:00,4,1.94,32.33,valid,
2025-11-17 09:05:16.500000+00:00,3,3.451,38.34,valid,
2025-11-17 09:05:16.500000+00:00,2,4.274,42.74,valid,
2025-11-17 09:05:16.500000+00:00,1,3.52,29.33,valid,
2025-11-17 09:05:18+00:00,5,4.162,104.05,valid,
2025-11-17 09:05:18+00:00,6,5.66,47.17,estimated,Imputed via time interpolation
2025-11-17 09:05:18+00:00,4,2.919,48.65,valid,
2025-11-17 09:05:18+00:00,1,5.66,47.17,valid,
2025-11-17 09:05:18+00:00,2,3.607,36.07,valid,
2025-11-17 09:05:18+00:00,3,4.419,49.1,valid,
2025-11-17 09:05:19.500000+00:00,1,4.105,34.21,valid,
2025-11-17 09:05:19.500000+00:00,2,4.015,40.15,valid,
2025-11-17 09:05:19.500000+00:00,3,4.56,50.67,valid,
2025-11-17 09:05:19.500000+00:00,4,3.112,51.87,valid,
2025-11-17 09:05:19.500000+00:00,5,2.505,62.63,valid,
2025-11-17 09:05:19.500000+00:00,6,1.869,62.3,valid,
2025-11-17 09:05:20.500000+00:00,1,3.612,30.1,valid,
2025-11-17 09:05:20.500000+00:00,2,4.289,42.89,valid,
2025-11-17 09:05:20.500000+00:00,3,3.226,35.85,valid,
2025-11-17 09:05:20.500000+00:00,4,3.052,50.87,valid,
2025-11-17 09:05:20.500000+00:00,5,2.189,54.73,valid,
2025-11-17 09:05:20.500000+00:00,6,1.75,58.34,valid,
2025-11-17 09:05:22.500000+00:00,6,1.553,51.78,valid,
2025-11-17 09:05:22.500000+00:00,4,3.044,50.74,valid,
2025-11-17 09:05:22.500000+00:00,5,2.251,56.28,valid,
2025-11-17 09:05:22.500000+00:00,2,2.495,24.95,valid,
2025-11-17 09:05:22.500000+00:00,1,4.076,33.97,valid,
2025-11-17 09:05:22.500000+00:00,3,3.655,40.61,valid,
2025-11-17 09:05:23+00:00,6,1.621,54.04,valid,
2025-11-17 09:05:23+00:00,5,2.789,69.72,valid,
2025-11-17 09:05:23+00:00,4,3.205,53.42,valid,
2025-11-17 09:05:23+00:00,1,5.416,45.13,valid,
2025-11-17 09:05:23+00:00,2,3.307,33.07,valid,
2025-11-17 09:05:23+00:00,3,10.108,112.31,valid,
2025-11-17 09:05:24+00:00,1,3.294,27.45,valid,
2025-11-17 09:05:24+00:00,2,3.124,31.24,valid,
2025-11-17 09:05:24+00:00,3,3.858,42.87,valid,
2025-11-17 09:05:24+00:00,4,3.688,61.47,valid,
2025-11-17 09:05:24+00:00,5,2.369,59.22,valid,
2025-11-17 09:05:24+00:00,6,1.917,63.91,valid,
2025-11-17 09:05:24.500000+00:00,6,1.987,66.24,valid,
2025-11-17 09:05:24.500000+00:00,5,2.708,67.69,valid,
2025-11-17 09:05:24.500000+00:00,4,3.562,59.37,valid,
2025-11-17 09:05:24.500000+00:00,2,3.445,34.45,valid,
2025-11-17 09:05:24.500000+00:00,1,2.454,20.45,valid,
2025-11-17 09:05:24.500000+00:00,3,2.728,30.31,valid,
2025-11-17 09:05:26.500000+00:00,1,3.253,27.11,valid,
2025-11-17 09:05:26.500000+00:00,2,5.186,51.86,valid,
2025-11-17 09:05:26.500000+00:00,3,3.867,42.97,valid,
