Timestamp,Axis,Torque_Nm,Torque_pct_of_rated
2025-11-17 09:03:51.000,1,4.472,37.27
2025-11-17 09:03:51.000,2,10.04,100.4
2025-11-17 09:03:51.000,3,5.152,57.25
2025-11-17 09:03:51.000,4,3.585,59.75
2025-11-17 09:03:51.000,5,2.132,53.29
2025-11-17 09:03:51.000,6,2.158,71.93
2025-11-17 09:03:53.000,1,,
2025-11-17 09:03:53.000,2,3.73,37.3
2025-11-17 09:03:53.000,3,3.608,40.09
2025-11-17 09:03:53.000,4,2.855,47.58
2025-11-17 09:03:53.000,5,2.076,51.89
2025-11-17 09:03:53.000,6,1.841,61.36
2025-11-17 09:03:54.500,1,4.354,36.28
2025-11-17 09:03:54.500,2,4.002,40.02
2025-11-17 09:03:54.500,3,4.365,48.5
2025-11-17 09:03:54.500,4,3.572,59.53
2025-11-17 09:03:54.500,5,2.504,62.6
2025-11-17 09:03:54.500,6,1.444,48.12
2025-11-17 09:03:55.000,1,1.748,14.57
2025-11-17 09:03:55.000,2,4.747,47.47
2025-11-17 09:03:55.000,3,3.065,34.06
2025-11-17 09:03:55.000,4,2.892,48.2
2025-11-17 09:03:55.000,5,1.826,45.64
2025-11-17 09:03:55.000,6,1.367,45.58
2025-11-17 09:03:55.500,1,4.72,39.33
2025-11-17 09:03:55.500,2,4.607,46.07
2025-11-17 09:03:55.500,3,3.635,40.39
2025-11-17 09:03:55.500,4,1.756,29.27
2025-11-17 09:03:55.500,5,2.025,50.63
2025-11-17 09:03:55.500,6,1.894,63.13
2025-11-17 09:03:56.500,1,2.78,23.17
2025-11-17 09:03:56.500,2,4.147,41.47
2025-11-17 09:03:56.500,3,4.039,44.88
2025-11-17 09:03:56.500,4,3.278,54.63
2025-11-17 09:03:56.500,5,2.238,55.96
2025-11-17 09:03:56.500,6,1.567,52.22
2025-11-17 09:03:57.000,1,5.348,44.57
2025-11-17 09:03:57.000,2,3.873,38.73
2025-11-17 09:03:57.000,3,4.03,44.78
2025-11-17 09:03:57.000,4,2.552,42.53
2025-11-17 09:03:57.000,5,2.058,51.45
2025-11-17 09:03:57.000,6,1.588,52.92
2025-11-17 09:03:57.500,1,4.034,33.62
2025-11-17 09:03:57.500,2,5.369,53.69
2025-11-17 09:03:57.500,3,3.062,34.02
2025-11-17 09:03:57.500,4,2.225,37.09
2025-11-17 09:03:57.500,5,2.671,66.77
2025-11-17 09:03:57.500,6,1.75,58.33
2025-11-17 09:03:58.500,1,3.558,29.65
2025-11-17 09:03:58.500,2,4.832,48.32
2025-11-17 09:03:58.500,3,3.614,40.16
2025-11-17 09:03:58.500,4,3.877,64.61
2025-11-17 09:03:58.500,5,2.417,60.42
2025-11-17 09:03:58.500,6,1.683,56.1
2025-11-17 09:03:59.000,1,6.271,52.26
2025-11-17 09:03:59.000,2,3.515,35.15
2025-11-17 09:03:59.000,3,4.585,50.94
2025-11-17 09:03:59.000,4,6.655,110.92
2025-11-17 09:03:59.000,5,1.995,49.88
2025-11-17 09:03:59.000,6,1.84,61.35
2025-11-17 09:04:00.500,1,3.056,25.47
2025-11-17 09:04:00.500,2,4.05,40.5
2025-11-17 09:04:00.500,3,4.114,45.71
2025-11-17 09:04:00.500,4,3.827,63.78
2025-11-17 09:04:00.500,5,2.127,53.17
2025-11-17 09:04:00.500,6,1.822,60.72
2025-11-17 09:04:01.000,1,4.428,36.9
2025-11-17 09:04:01.000,2,3.636,36.36
2025-11-17 09:04:01.000,3,3.472,38.58
2025-11-17 09:04:01.000,4,3.623,60.39
2025-11-17 09:04:01.000,5,1.886,47.15
2025-11-17 09:04:01.000,6,1.481,49.38
2025-11-17 09:04:01.500,1,4.853,40.44
2025-11-17 09:04:01.500,2,4.926,49.26
2025-11-17 09:04:01.500,3,,
2025-11-17 09:04:01.500,4,2.791,46.51
2025-11-17 09:04:01.500,5,2.29,57.26
2025-11-17 09:04:01.500,6,1.63,54.34
2025-11-17 09:04:02.500,1,3.45,28.75
2025-11-17 09:04:02.500,2,4.704,47.04
2025-11-17 09:04:02.500,3,,
2025-11-17 09:04:02.500,4,3.629,60.49
2025-11-17 09:04:02.500,5,1.799,44.98
2025-11-17 09:04:02.500,6,1.679,55.98
2025-11-17 09:04:03.500,1,4.47,37.25
2025-11-17 09:04:03.500,2,3.26,32.6
2025-11-17 09:04:03.500,3,4.512,50.13
2025-11-17 09:04:03.500,4,3.588,59.8
2025-11-17 09:04:03.500,5,2.013,50.33
2025-11-17 09:04:03.500,6,1.809,60.31
2025-11-17 09:04:04.500,1,5.597,46.64
2025-11-17 09:04:04.500,2,5.439,54.39
2025-11-17 09:04:04.500,3,4.587,50.97
2025-11-17 09:04:04.500,4,3.285,54.75
2025-11-17 09:04:04.500,5,1.927,48.17
2025-11-17 09:04:04.500,6,1.886,62.87
2025-11-17 09:04:06.000,1,4.734,39.45
2025-11-17 09:04:06.000,2,3.832,38.32
2025-11-17 09:04:06.000,3,,
2025-11-17 09:04:06.000,4,2.385,39.75
2025-11-17 09:04:06.000,5,1.644,41.1
2025-11-17 09:04:06.000,6,1.333,44.42
2025-11-17 09:04:07.000,1,4.757,39.64
2025-11-17 09:04:07.000,2,4.118,41.18
2025-11-17 09:04:07.000,3,3.702,41.13
2025-11-17 09:04:07.000,4,2.841,47.35
2025-11-17 09:04:07.000,5,2.267,56.68
2025-11-17 09:04:07.000,6,1.76,58.68
2025-11-17 09:04:09.000,1,2.914,24.28
2025-11-17 09:04:09.000,2,,
2025-11-17 09:04:09.000,3,4.269,47.43
2025-11-17 09:04:09.000,4,3.128,52.13
2025-11-17 09:04:09.000,5,,
2025-11-17 09:04:09.000,6,1.605,53.49
2025-11-17 09:04:09.500,1,5.365,44.71
2025-11-17 09:04:09.500,2,3.888,38.88
2025-11-17 09:04:09.500,3,4.69,52.11
2025-11-17 09:04:09.500,4,3.353,55.88
2025-11-17 09:04:09.500,5,1.868,46.69
2025-11-17 09:04:09.500,6,1.921,64.02
2025-11-17 09:04:10.500,1,4.513,37.61
2025-11-17 09:04:10.500,2,4.024,40.24
2025-11-17 09:04:10.500,3,3.982,44.25
2025-11-17 09:04:10.500,4,2.959,49.31
2025-11-17 09:04:10.500,5,2.46,61.5
2025-11-17 09:04:10.500,6,1.939,64.62
2025-11-17 09:04:12.500,1,4.229,35.24
2025-11-17 09:04:12.500,2,2.806,28.06
2025-11-17 09:04:12.500,3,4.406,48.96
2025-11-17 09:04:12.500,4,3.347,55.79
2025-11-17 09:04:12.500,5,2.936,73.4
2025-11-17 09:04:12.500,6,2.058,68.6
2025-11-17 09:04:13.500,1,2.377,19.81
2025-11-17 09:04:13.500,2,4.063,40.63
2025-11-17 09:04:13.500,3,5.354,59.49
2025-11-17 09:04:13.500,4,7.01,116.83
2025-11-17 09:04:13.500,5,2.613,65.32
2025-11-17 09:04:13.500,6,1.962,65.39
2025-11-17 09:04:14.000,1,4.067,33.89
2025-11-17 09:04:14.000,2,3.021,30.21
2025-11-17 09:04:14.000,3,3.9,43.33
2025-11-17 09:04:14.000,4,2.592,43.2
2025-11-17 09:04:14.000,5,2.014,50.36
2025-11-17 09:04:14.000,6,1.941,64.71
2025-11-17 09:04:15.000,1,,
2025-11-17 09:04:15.000,2,4.316,43.16
2025-11-17 09:04:15.000,3,3.189,35.43
2025-11-17 09:04:15.000,4,3.214,53.56
2025-11-17 09:04:15.000,5,2.583,64.57
2025-11-17 09:04:15.000,6,1.654,55.12
2025-11-17 09:04:16.500,1,4.072,33.93
2025-11-17 09:04:16.500,2,4.012,40.12
2025-11-17 09:04:16.500,3,3.485,38.72
2025-11-17 09:04:16.500,4,3.311,55.19
2025-11-17 09:04:16.500,5,2.161,54.03
2025-11-17 09:04:16.500,6,1.901,63.36
2025-11-17 09:04:17.000,1,3.348,27.9
2025-11-17 09:04:17.000,2,3.65,36.5
2025-11-17 09:04:17.000,3,4.57,50.78
2025-11-17 09:04:17.000,4,2.821,47.02
2025-11-17 09:04:17.000,5,2.753,68.82
2025-11-17 09:04:17.000,6,1.704,56.8
2025-11-17 09:04:18.000,1,4.416,36.8
2025-11-17 09:04:18.000,2,4.746,47.46
2025-11-17 09:04:18.000,3,3.028,33.65
2025-11-17 09:04:18.000,4,2.155,35.91
2025-11-17 09:04:18.000,5,1.712,42.79
2025-11-17 09:04:18.000,6,2.103,70.1
2025-11-17 09:04:19.000,1,3.671,30.59
2025-11-17 09:04:19.000,2,11.106,111.06
2025-11-17 09:04:19.000,3,4.141,46.01
2025-11-17 09:04:19.000,4,2.67,44.5
2025-11-17 09:04:19.000,5,2.796,69.89
2025-11-17 09:04:19.000,6,2.253,75.09
2025-11-17 09:04:19.500,1,5.766,48.05
2025-11-17 09:04:19.500,2,4.765,47.65
2025-11-17 09:04:19.500,3,3.6,40.0
2025-11-17 09:04:19.500,4,3.397,56.62
2025-11-17 09:04:19.500,5,,
2025-11-17 09:04:19.500,6,2.115,70.5
2025-11-17 09:04:21.000,1,5.272,43.93
2025-11-17 09:04:21.000,2,3.481,34.81
2025-11-17 09:04:21.000,3,,
2025-11-17 09:04:21.000,4,3.328,55.46
2025-11-17 09:04:21.000,5,1.312,32.81
2025-11-17 09:04:21.000,6,1.992,66.41
2025-11-17 09:04:22.000,1,3.786,31.55
2025-11-17 09:04:22.000,2,3.291,32.91
2025-11-17 09:04:22.000,3,3.442,38.25
2025-11-17 09:04:22.000,4,2.935,48.92
2025-11-17 09:04:22.000,5,2.354,58.84
2025-11-17 09:04:22.000,6,1.472,49.08
2025-11-17 09:04:23.000,1,4.382,36.52
2025-11-17 09:04:23.000,2,4.461,44.61
2025-11-17 09:04:23.000,3,5.39,59.89
2025-11-17 09:04:23.000,4,2.483,41.39
2025-11-17 09:04:23.000,5,2.088,52.2
2025-11-17 09:04:23.000,6,,
2025-11-17 09:04:23.500,1,5.302,44.18
2025-11-17 09:04:23.500,2,,
2025-11-17 09:04:23.500,3,4.913,54.59
2025-11-17 09:04:23.500,4,2.07,34.5
2025-11-17 09:04:23.500,5,1.799,44.97
2025-11-17 09:04:23.500,6,1.884,62.79
2025-11-17 09:04:24.000,1,2.845,23.71
2025-11-17 09:04:24.000,2,3.06,30.6
2025-11-17 09:04:24.000,3,3.67,40.78
2025-11-17 09:04:24.000,4,3.37,56.17
2025-11-17 09:04:24.000,5,1.593,39.83
2025-11-17 09:04:24.000,6,1.841,61.36
2025-11-17 09:04:24.500,1,5.191,43.26
2025-11-17 09:04:24.500,2,3.844,38.44
2025-11-17 09:04:24.500,3,3.784,42.05
2025-11-17 09:04:24.500,4,3.193,53.21
2025-11-17 09:04:24.500,5,2.138,53.46
2025-11-17 09:04:24.500,6,2.134,71.12
2025-11-17 09:04:25.000,1,3.133,26.11
2025-11-17 09:04:25.000,2,9.702,97.02
2025-11-17 09:04:25.000,3,4.03,44.78
2025-11-17 09:04:25.000,4,3.851,64.18
2025-11-17 09:04:25.000,5,2.732,68.29
2025-11-17 09:04:25.000,6,1.69,56.34
2025-11-17 09:04:26.000,1,3.622,30.18
2025-11-17 09:04:26.000,2,4.375,43.75
2025-11-17 09:04:26.000,3,10.24,113.78
2025-11-17 09:04:26.000,4,3.145,52.41
2025-11-17 09:04:26.000,5,2.313,57.83
2025-11-17 09:04:26.000,6,1.829,60.97
2025-11-17 09:04:27.000,1,3.263,27.19
2025-11-17 09:04:27.000,2,3.286,32.86
2025-11-17 09:04:27.000,3,4.306,47.84
2025-11-17 09:04:27.000,4,2.894,48.23
2025-11-17 09:04:27.000,5,1.931,48.28
2025-11-17 09:04:27.000,6,1.579,52.62
2025-11-17 09:04:28.500,1,3.908,32.57
2025-11-17 09:04:28.500,2,,
2025-11-17 09:04:28.500,3,3.671,40.79
2025-11-17 09:04:28.500,4,2.993,49.89
2025-11-17 09:04:28.500,5,2.232,55.81
2025-11-17 09:04:28.500,6,1.529,50.95
2025-11-17 09:04:29.500,1,2.508,20.9
2025-11-17 09:04:29.500,2,3.179,31.79
2025-11-17 09:04:29.500,3,4.228,46.98
2025-11-17 09:04:29.500,4,3.042,50.7
2025-11-17 09:04:29.500,5,2.425,60.62
2025-11-17 09:04:29.500,6,1.823,60.77
2025-11-17 09:04:30.000,1,4.094,34.12
2025-11-17 09:04:30.000,2,3.517,35.17
2025-11-17 09:04:30.000,3,4.687,52.08
2025-11-17 09:04:30.000,4,2.559,42.65
2025-11-17 09:04:30.000,5,1.845,46.12
2025-11-17 09:04:30.000,6,1.936,64.54
2025-11-17 09:04:31.000,1,2.92,24.33
2025-11-17 09:04:31.000,2,5.932,59.32
2025-11-17 09:04:31.000,3,4.108,45.64
2025-11-17 09:04:31.000,4,3.167,52.78
2025-11-17 09:04:31.000,5,1.941,48.53
2025-11-17 09:04:31.000,6,1.724,57.48
2025-11-17 09:04:32.000,1,3.791,31.59
2025-11-17 09:04:32.000,2,3.567,35.67
2025-11-17 09:04:32.000,3,4.505,50.06
2025-11-17 09:04:32.000,4,2.784,46.4
2025-11-17 09:04:32.000,5,2.526,63.14
2025-11-17 09:04:32.000,6,2.439,81.31
2025-11-17 09:04:33.000,1,3.917,32.64
2025-11-17 09:04:33.000,2,,
2025-11-17 09:04:33.000,3,4.324,48.04
2025-11-17 09:04:33.000,4,3.869,64.49
2025-11-17 09:04:33.000,5,2.174,54.34
2025-11-17 09:04:33.000,6,1.601,53.37
2025-11-17 09:04:35.000,1,2.984,24.87
2025-11-17 09:04:35.000,2,,
2025-11-17 09:04:35.000,3,3.727,41.41
2025-11-17 09:04:35.000,4,3.965,66.08
2025-11-17 09:04:35.000,5,2.766,69.16
2025-11-17 09:04:35.000,6,,
2025-11-17 09:04:37.000,1,4.22,35.17
2025-11-17 09:04:37.000,2,3.418,34.18
2025-11-17 09:04:37.000,3,3.919,43.54
2025-11-17 09:04:37.000,4,3.66,61.0
2025-11-17 09:04:37.000,5,1.993,49.83
2025-11-17 09:04:37.000,6,1.608,53.61
2025-11-17 09:04:38.000,1,3.737,31.14
2025-11-17 09:04:38.000,2,3.237,32.37
2025-11-17 09:04:38.000,3,4.138,45.98
2025-11-17 09:04:38.000,4,3.78,63.0
2025-11-17 09:04:38.000,5,,
2025-11-17 09:04:38.000,6,1.739,57.98
2025-11-17 09:04:38.500,1,3.92,32.67
2025-11-17 09:04:38.500,2,2.749,27.49
2025-11-17 09:04:38.500,3,,
2025-11-17 09:04:38.500,4,2.963,49.38
2025-11-17 09:04:38.500,5,,
2025-11-17 09:04:38.500,6,2.566,85.54
2025-11-17 09:04:40.500,1,,
2025-11-17 09:04:40.500,2,3.399,33.99
2025-11-17 09:04:40.500,3,3.743,41.59
2025-11-17 09:04:40.500,4,3.551,59.19
2025-11-17 09:04:40.500,5,,
2025-11-17 09:04:40.500,6,1.455,48.49
2025-11-17 09:04:42.000,1,5.082,42.35
2025-11-17 09:04:42.000,2,3.465,34.65
2025-11-17 09:04:42.000,3,5.399,59.99
2025-11-17 09:04:42.000,4,3.518,58.64
2025-11-17 09:04:42.000,5,2.057,51.42
2025-11-17 09:04:42.000,6,2.108,70.25
2025-11-17 09:04:43.500,1,4.265,35.54
2025-11-17 09:04:43.500,2,4.682,46.82
2025-11-17 09:04:43.500,3,4.399,48.88
2025-11-17 09:04:43.500,4,2.594,43.23
2025-11-17 09:04:43.500,5,,
2025-11-17 09:04:43.500,6,2.047,68.24
2025-11-17 09:04:45.000,1,3.878,32.32
2025-11-17 09:04:45.000,2,3.677,36.77
2025-11-17 09:04:45.000,3,3.362,37.36
2025-11-17 09:04:45.000,4,3.203,53.39
2025-11-17 09:04:45.000,5,2.86,71.5
2025-11-17 09:04:45.000,6,1.544,51.46
2025-11-17 09:04:45.500,1,4.223,35.19
2025-11-17 09:04:45.500,2,5.13,51.3
2025-11-17 09:04:45.500,3,3.992,44.36
2025-11-17 09:04:45.500,4,3.217,53.62
2025-11-17 09:04:45.500,5,4.682,117.05
2025-11-17 09:04:45.500,6,1.903,63.43
2025-11-17 09:04:46.500,1,3.059,25.49
2025-11-17 09:04:46.500,2,3.796,37.96
2025-11-17 09:04:46.500,3,4.073,45.26
2025-11-17 09:04:46.500,4,2.872,47.86
2025-11-17 09:04:46.500,5,2.774,69.34
2025-11-17 09:04:46.500,6,1.854,61.79
2025-11-17 09:04:47.000,1,3.427,28.56
2025-11-17 09:04:47.000,2,4.477,44.77
2025-11-17 09:04:47.000,3,4.245,47.17
2025-11-17 09:04:47.000,4,3.146,52.43
2025-11-17 09:04:47.000,5,2.778,69.46
2025-11-17 09:04:47.000,6,1.884,62.81
2025-11-17 09:04:47.500,1,3.908,32.57
2025-11-17 09:04:47.500,2,2.436,24.36
2025-11-17 09:04:47.500,3,3.931,43.68
2025-11-17 09:04:47.500,4,3.627,60.45
2025-11-17 09:04:47.500,5,2.171,54.27
2025-11-17 09:04:47.500,6,3.471,115.71
2025-11-17 09:04:49.000,1,3.241,27.01
2025-11-17 09:04:49.000,2,3.596,35.96
2025-11-17 09:04:49.000,3,4.655,51.72
2025-11-17 09:04:49.000,4,3.262,54.37
2025-11-17 09:04:49.000,5,2.124,53.09
2025-11-17 09:04:49.000,6,1.712,57.07
2025-11-17 09:04:51.000,1,3.824,31.87
2025-11-17 09:04:51.000,2,3.262,32.62
2025-11-17 09:04:51.000,3,,
2025-11-17 09:04:51.000,4,2.845,47.42
2025-11-17 09:04:51.000,5,2.59,64.74
2025-11-17 09:04:51.000,6,2.165,72.17
2025-11-17 09:04:52.000,1,5.159,42.99
2025-11-17 09:04:52.000,2,3.655,36.55
2025-11-17 09:04:52.000,3,4.341,48.23
2025-11-17 09:04:52.000,4,2.989,49.81
2025-11-17 09:04:52.000,5,1.911,47.77
2025-11-17 09:04:52.000,6,1.878,62.59
2025-11-17 09:04:52.500,1,3.068,25.57
2025-11-17 09:04:52.500,2,11.216,112.16
2025-11-17 09:04:52.500,3,3.76,41.78
2025-11-17 09:04:52.500,4,3.251,54.19
2025-11-17 09:04:52.500,5,2.037,50.93
2025-11-17 09:04:52.500,6,1.987,66.22
2025-11-17 09:04:54.500,1,5.521,46.01
2025-11-17 09:04:54.500,2,4.81,48.1
2025-11-17 09:04:54.500,3,2.656,29.51
2025-11-17 09:04:54.500,4,3.061,51.01
2025-11-17 09:04:54.500,5,2.529,63.23
2025-11-17 09:04:54.500,6,1.484,49.47
2025-11-17 09:04:56.500,1,4.895,40.79
2025-11-17 09:04:56.500,2,4.534,45.34
2025-11-17 09:04:56.500,3,3.177,35.3
2025-11-17 09:04:56.500,4,,
2025-11-17 09:04:56.500,5,2.287,57.18
2025-11-17 09:04:56.500,6,1.956,65.2
2025-11-17 09:04:57.000,1,3.272,27.27
2025-11-17 09:04:57.000,2,4.12,41.2
2025-11-17 09:04:57.000,3,2.822,31.36
2025-11-17 09:04:57.000,4,1.907,31.78
2025-11-17 09:04:57.000,5,,
2025-11-17 09:04:57.000,6,2.064,68.8
2025-11-17 09:04:57.500,1,4.442,37.02
2025-11-17 09:04:57.500,2,3.949,39.49
2025-11-17 09:04:57.500,3,3.915,43.5
2025-11-17 09:04:57.500,4,,
2025-11-17 09:04:57.500,5,2.129,53.23
2025-11-17 09:04:57.500,6,1.901,63.37
2025-11-17 09:04:58.000,1,3.782,31.52
2025-11-17 09:04:58.000,2,4.6,46.0
2025-11-17 09:04:58.000,3,4.191,46.57
2025-11-17 09:04:58.000,4,3.152,52.54
2025-11-17 09:04:58.000,5,2.484,62.11
2025-11-17 09:04:58.000,6,1.674,55.79
2025-11-17 09:04:59.000,1,4.834,40.28
2025-11-17 09:04:59.000,2,3.691,36.91
2025-11-17 09:04:59.000,3,4.295,47.72
2025-11-17 09:04:59.000,4,2.69,44.83
2025-11-17 09:04:59.000,5,1.908,47.71
2025-11-17 09:04:59.000,6,1.822,60.73
2025-11-17 09:05:01.000,1,2.39,19.92
2025-11-17 09:05:01.000,2,3.763,37.63
2025-11-17 09:05:01.000,3,2.893,32.15
2025-11-17 09:05:01.000,4,3.374,56.23
2025-11-17 09:05:01.000,5,2.536,63.4
2025-11-17 09:05:01.000,6,1.593,53.09
2025-11-17 09:05:02.000,1,4.612,38.43
2025-11-17 09:05:02.000,2,4.719,47.19
2025-11-17 09:05:02.000,3,4.7,52.22
2025-11-17 09:05:02.000,4,3.103,51.72
2025-11-17 09:05:02.000,5,,
2025-11-17 09:05:02.000,6,1.644,54.81
2025-11-17 09:05:02.500,1,4.279,35.66
2025-11-17 09:05:02.500,2,3.626,36.26
2025-11-17 09:05:02.500,3,3.522,39.13
2025-11-17 09:05:02.500,4,3.017,50.29
2025-11-17 09:05:02.500,5,2.311,57.78
2025-11-17 09:05:02.500,6,2.079,69.31
2025-11-17 09:05:03.000,1,4.454,37.12
2025-11-17 09:05:03.000,2,4.514,45.14
2025-11-17 09:05:03.000,3,4.521,50.23
2025-11-17 09:05:03.000,4,4.29,71.5
2025-11-17 09:05:03.000,5,1.621,40.52
2025-11-17 09:05:03.000,6,1.635,54.5
2025-11-17 09:05:04.000,1,5.615,46.79
2025-11-17 09:05:04.000,2,3.718,37.18
2025-11-17 09:05:04.000,3,9.547,106.08
2025-11-17 09:05:04.000,4,3.11,51.84
2025-11-17 09:05:04.000,5,2.716,67.9
2025-11-17 09:05:04.000,6,2.116,70.52
2025-11-17 09:05:06.000,1,5.774,48.12
2025-11-17 09:05:06.000,2,4.594,45.94
2025-11-17 09:05:06.000,3,4.104,45.6
2025-11-17 09:05:06.000,4,2.231,37.18
2025-11-17 09:05:06.000,5,2.121,53.03
2025-11-17 09:05:06.000,6,1.598,53.25
2025-11-17 09:05:06.500,1,6.284,52.37
2025-11-17 09:05:06.500,2,3.859,38.59
2025-11-17 09:05:06.500,3,4.139,45.99
2025-11-17 09:05:06.500,4,3.265,54.41
2025-11-17 09:05:06.500,5,2.214,55.35
2025-11-17 09:05:06.500,6,2.207,73.56
2025-11-17 09:05:08.000,1,3.602,30.02
2025-11-17 09:05:08.000,2,4.156,41.56
2025-11-17 09:05:08.000,3,3.515,39.06
2025-11-17 09:05:08.000,4,2.366,39.44
2025-11-17 09:05:08.000,5,2.004,50.11
2025-11-17 09:05:08.000,6,1.791,59.7
2025-11-17 09:05:09.000,1,3.788,31.57
2025-11-17 09:05:09.000,2,3.446,34.46
2025-11-17 09:05:09.000,3,3.038,33.75
2025-11-17 09:05:09.000,4,2.96,49.34
2025-11-17 09:05:09.000,5,1.718,42.96
2025-11-17 09:05:09.000,6,,
2025-11-17 09:05:11.000,1,4.279,35.66
2025-11-17 09:05:11.000,2,2.834,28.34
2025-11-17 09:05:11.000,3,,
2025-11-17 09:05:11.000,4,2.639,43.98
2025-11-17 09:05:11.000,5,2.302,57.55
2025-11-17 09:05:11.000,6,2.122,70.72
2025-11-17 09:05:11.500,1,2.4,20.0
2025-11-17 09:05:11.500,2,4.092,40.92
2025-11-17 09:05:11.500,3,,
2025-11-17 09:05:11.500,4,3.322,55.37
2025-11-17 09:05:11.500,5,2.268,56.71
2025-11-17 09:05:11.500,6,1.619,53.98
2025-11-17 09:05:13.000,1,3.894,32.45
2025-11-17 09:05:13.000,2,3.363,33.63
2025-11-17 09:05:13.000,3,4.825,53.61
2025-11-17 09:05:13.000,4,3.01,50.17
2025-11-17 09:05:13.000,5,2.808,70.21
2025-11-17 09:05:13.000,6,1.785,59.51
2025-11-17 09:05:13.500,1,3.52,29.33
2025-11-17 09:05:13.500,2,2.789,27.89
2025-11-17 09:05:13.500,3,2.751,30.57
2025-11-17 09:05:13.500,4,2.24,37.33
2025-11-17 09:05:13.500,5,2.286,57.14
2025-11-17 09:05:13.500,6,1.922,64.07
2025-11-17 09:05:15.500,1,2.682,22.35
2025-11-17 09:05:15.500,2,4.716,47.16
2025-11-17 09:05:15.500,3,9.13,101.44
2025-11-17 09:05:15.500,4,3.07,51.17
2025-11-17 09:05:15.500,5,2.246,56.16
2025-11-17 09:05:15.500,6,1.652,55.08
2025-11-17 09:05:16.500,1,3.52,29.33
2025-11-17 09:05:16.500,2,4.274,42.74
2025-11-17 09:05:16.500,3,3.451,38.34
2025-11-17 09:05:16.500,4,1.94,32.33
2025-11-17 09:05:16.500,5,1.916,47.89
2025-11-17 09:05:16.500,6,1.726,57.54
2025-11-17 09:05:18.000,1,5.66,47.17
2025-11-17 09:05:18.000,2,3.607,36.07
2025-11-17 09:05:18.000,3,4.419,49.1
2025-11-17 09:05:18.000,4,2.919,48.65
2025-11-17 09:05:18.000,5,4.162,104.05
2025-11-17 09:05:18.000,6,,
2025-11-17 09:05:19.500,1,4.105,34.21
2025-11-17 09:05:19.500,2,4.015,40.15
2025-11-17 09:05:19.500,3,4.56,50.67
2025-11-17 09:05:19.500,4,3.112,51.87
2025-11-17 09:05:19.500,5,2.505,62.63
2025-11-17 09:05:19.500,6,1.869,62.3
2025-11-17 09:05:20.500,1,3.612,30.1
2025-11-17 09:05:20.500,2,4.289,42.89
2025-11-17 09:05:20.500,3,3.226,35.85
2025-11-17 09:05:20.500,4,3.052,50.87
2025-11-17 09:05:20.500,5,2.189,54.73
2025-11-17 09:05:20.500,6,1.75,58.34
2025-11-17 09:05:22.500,1,4.076,33.97
2025-11-17 09:05:22.500,2,2.495,24.95
2025-11-17 09:05:22.500,3,3.655,40.61
2025-11-17 09:05:22.500,4,3.044,50.74
2025-11-17 09:05:22.500,5,2.251,56.28
2025-11-17 09:05:22.500,6,1.553,51.78
2025-11-17 09:05:23.000,1,5.416,45.13
2025-11-17 09:05:23.000,2,3.307,33.07
2025-11-17 09:05:23.000,3,10.108,112.31
2025-11-17 09:05:23.000,4,3.205,53.42
2025-11-17 09:05:23.000,5,2.789,69.72
2025-11-17 09:05:23.000,6,1.621,54.04
2025-11-17 09:05:24.000,1,3.294,27.45
2025-11-17 09:05:24.000,2,3.124,31.24
2025-11-17 09:05:24.000,3,3.858,42.87
2025-11-17 09:05:24.000,4,3.688,61.47
2025-11-17 09:05:24.000,5,2.369,59.22
2025-11-17 09:05:24.000,6,1.917,63.91
2025-11-17 09:05:24.500,1,2.454,20.45
2025-11-17 09:05:24.500,2,3.445,34.45
2025-11-17 09:05:24.500,3,2.728,30.31
2025-11-17 09:05:24.500,4,3.562,59.37
2025-11-17 09:05:24.500,5,2.708,67.69
2025-11-17 09:05:24.500,6,1.987,66.24
2025-11-17 09:05:26.500,1,3.253,27.11
2025-11-17 09:05:26.500,2,5.186,51.86
2025-11-17 09:05:26.500,3,3.867,42.97
2025-11-17 09:05:26.500,4,2.417,40.28
2025-11-17 09:05:26.500,5,1.891,47.28
2025-11-17 09:05:26.500,6,1.697,56.56
2025-11-17 09:05:28.000,1,4.248,35.4
2025-11-17 09:05:28.000,2,3.871,38.71
2025-11-17 09:05:28.000,3,3.033,33.7
2025-11-17 09:05:28.000,4,3.583,59.71
2025-11-17 09:05:28.000,5,2.152,53.8
2025-11-17 09:05:28.000,6,1.629,54.29
2025-11-17 09:05:28.500,1,5.266,43.88
2025-11-17 09:05:28.500,2,3.053,30.53
2025-11-17 09:05:28.500,3,2.877,31.97
2025-11-17 09:05:28.500,4,3.611,60.18
2025-11-17 09:05:28.500,5,2.805,70.13
2025-11-17 09:05:28.500,6,1.689,56.3
2025-11-17 09:05:30.000,1,4.156,34.63
2025-11-17 09:05:30.000,2,3.083,30.83
2025-11-17 09:05:30.000,3,4.054,45.04
2025-11-17 09:05:30.000,4,2.771,46.19
2025-11-17 09:05:30.000,5,2.167,54.18
2025-11-17 09:05:30.000,6,1.898,63.27
2025-11-17 09:05:30.500,1,3.145,26.21
2025-11-17 09:05:30.500,2,3.711,37.11
2025-11-17 09:05:30.500,3,2.751,30.57
2025-11-17 09:05:30.500,4,2.83,47.16
2025-11-17 09:05:30.500,5,2.17,54.25
2025-11-17 09:05:30.500,6,1.855,61.83
2025-11-17 09:05:31.000,1,4.43,36.92
2025-11-17 09:05:31.000,2,4.723,47.23
